date,date_next,expiry,cp,strike,S_i,S_ip1,T_i,T_ip1,V_i_mkt,V_ip1_mkt,r,q,kappa_i,theta_i,sigma_i,rho_i,v0_i,kappa_ip1,theta_ip1,sigma_ip1,rho_ip1,v0_ip1,Delta_i,TH,UM_raw,UM_delta_hedged,SM,ME,TC,cash_pnl,PnL_total
2017-01-03,2017-01-04,2017-01-25,P,1940.0,2257.83,2270.75,0.06027397260273973,0.057534246575342465,0.45,0.275,0.010886066206101514,0.014887923360942955,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.0016769743182402576,-0.021607938281704264,-0.016109574530901227,0.005556933660763024,-0.016281222045336108,-0.12100126514205839,0.0,0.0,-0.15333349180833572
2017-01-03,2017-01-04,2017-01-25,P,2085.0,2257.83,2270.75,0.06027397260273973,0.057534246575342465,1.575,0.875,0.010886066206101514,0.014887923360942955,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.02266495568375242,-0.17149131926089467,-0.24245357317158778,0.05037765426249513,-0.22083490123714,-0.0652202063303775,0.0,0.0,-0.40716877256591705
2017-01-03,2017-01-04,2017-01-25,P,2170.0,2257.83,2270.75,0.06027397260273973,0.057534246575342465,5.1,2.875,0.010886066206101514,0.014887923360942955,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.09181237548799479,-0.4160733975527364,-1.0362610791798943,0.14995481212500494,-0.8223433763328103,0.04967785306544137,0.0,0.0,-1.0387841086951004
2017-01-03,2017-01-04,2017-02-10,C,2260.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,29.6,34.3,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.626825108906891,-0.46792885412173746,8.473155753461924,0.37457534638484624,-2.766351522123159,-0.5388753772170318,0.0,0.0,-3.398580407077082
2017-01-03,2017-01-04,2017-02-10,C,2325.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,5.2,6.4,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.1698130494432753,-0.22221907739344715,2.703593036195741,0.5096084373886121,-1.5235967875291863,0.24222282872689238,0.0,0.0,-0.993984598807129
2017-01-03,2017-01-04,2017-02-10,C,2395.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,0.75,0.95,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.009189001244488184,-0.021975379748297996,0.14671831778874989,0.02799642170996189,-0.06417262427907389,0.13942968623862195,0.0,0.0,0.08127810392121196
2017-01-03,2017-01-04,2017-02-10,C,2550.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,0.1,0.125,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,1.6730038379333193e-05,-8.089036217326373e-05,0.00023514296165808718,1.8990865797101093e-05,0.0001298931679905163,0.02471585423252466,0.0,0.0,0.024783847904139015
2017-01-03,2017-01-04,2017-02-10,P,1850.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,0.675,0.525,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.003053474611390152,-0.03240286454888519,-0.03380621570590847,0.005644676273252519,-0.04459653558683385,-0.03919438415837251,0.0,0.0,-0.11054910802083903
2017-01-03,2017-01-04,2017-02-10,P,2005.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,2.1,1.4500000000000002,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.02001414413864673,-0.13737829378555944,-0.23038615381210548,0.028196588459211747,-0.2845637261104912,0.0023281737081561893,0.0,0.0,-0.3914172577286827
2017-01-03,2017-01-04,2017-02-10,P,2125.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,7.0,4.8,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.07786723761584431,-0.32516067085589384,-0.919909577425642,0.08613513257107219,-0.9940015094707633,0.039071757752298986,0.0,0.0,-1.193955290003286
2017-01-03,2017-01-04,2017-02-10,P,2190.0,2257.83,2270.75,0.10410958904109589,0.10136986301369863,14.6,10.5,0.015944372660366003,0.02507335670750411,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.16053560876372558,-0.45117855860098643,-1.9145630222442378,0.15955704298310858,-1.7787047606871056,0.04444634153233018,0.0,0.0,-2.0258799347726533
2017-01-03,2017-01-04,2017-03-17,C,2260.0,2257.83,2270.75,0.2,0.19726027397260273,44.85,48.85,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.6312379346064151,-0.39069006082513624,8.420998891864883,0.2654047767499552,-3.0525932534833373,-0.9777155775564097,0.0,0.0,-4.155594115114928
2017-01-03,2017-01-04,2017-03-17,C,2325.0,2257.83,2270.75,0.2,0.19726027397260273,15.1,16.95,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.3313487764267587,-0.30359292502430435,4.716125145377987,0.43509895394424003,-2.3573281317684405,-0.20520408858524242,0.0,0.0,-2.431026191433747
2017-01-03,2017-01-04,2017-03-17,C,2400.0,2257.83,2270.75,0.2,0.19726027397260273,3.075,3.6,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.053162894670759735,-0.07708162904303606,0.8080383542252747,0.12117375507905503,-0.36751487153884455,0.16155814635660581,0.0,0.0,-0.16186459914621976
2017-01-03,2017-01-04,2017-03-17,C,2550.0,2257.83,2270.75,0.2,0.19726027397260273,0.35,0.475,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.00105575571191461,-0.0027707417869966555,0.015356266718925315,0.0017159029209884782,0.004688303606759536,0.1077261714613118,0.0,0.0,0.11135963620206316
2017-01-03,2017-01-04,2017-03-17,P,1850.0,2257.83,2270.75,0.2,0.19726027397260273,3.0,2.325,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.015569448515955932,-0.09610407527225107,-0.18819917856899337,0.012958096257158408,-0.3154214470775969,-0.07527529908115849,0.0,0.0,-0.47384272517384807
2017-01-03,2017-01-04,2017-03-17,P,2000.0,2257.83,2270.75,0.2,0.19726027397260273,8.05,6.300000000000001,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.04810628099898012,-0.20511138315691824,-0.5868064812273133,0.0347266692795134,-0.8786260055226194,-0.07945613009314911,0.0,0.0,-1.1284668494931733
2017-01-03,2017-01-04,2017-03-17,P,2125.0,2257.83,2270.75,0.2,0.19726027397260273,19.25,15.55,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.12125909700616114,-0.33871096837174264,-1.4854003279588142,0.08126720536079657,-1.8309524684327698,-0.04493623523667267,0.0,0.0,-2.133332466680389
2017-01-03,2017-01-04,2017-03-17,P,2190.0,2257.83,2270.75,0.2,0.19726027397260273,30.9,25.45,0.012574244317692839,0.024157342919576948,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.2003660544641424,-0.41253694228680615,-2.453019515928645,0.13570990774808944,-2.498505498144368,-0.08593804364017998,0.0,0.0,-2.861270576323265
2017-01-03,2017-01-04,2017-04-21,C,2260.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,58.55,62.650000000000006,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.6368736145511438,-0.36338630034197195,8.433413720584895,0.20500662058407038,-3.1456681595554983,-0.8243592606874159,0.0,0.0,-4.128407100000816
2017-01-03,2017-01-04,2017-04-21,C,2325.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,25.95,28.1,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.42310066495190235,-0.3258789310651764,5.784101754175367,0.3176411629967584,-2.7103934625205284,-0.5978293605896603,0.0,0.0,-3.3164605911786067
2017-01-03,2017-01-04,2017-04-21,C,2400.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,7.0,7.8500000000000005,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.1378710404547446,-0.15131291894169863,2.005430904917887,0.22413706224257668,-0.9482215353451124,-0.05589645063107529,0.0,0.0,-0.9312938426753097
2017-01-03,2017-01-04,2017-04-21,C,2550.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,0.8250000000000001,1.0,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.005959025881943303,-0.010866158053262964,0.08669296427670403,0.009702349881996128,0.013212921267484745,0.08596027250907412,0.0,0.0,0.09800938560529203
2017-01-03,2017-01-04,2017-04-21,C,2600.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,0.475,0.6,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.0022740821035200378,-0.004646795166256545,0.03260743494651752,0.0032262941690384683,0.014722858317687937,0.08231650190205109,0.0,0.0,0.09561885922252095
2017-01-03,2017-01-04,2017-04-21,P,1850.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,7.15,5.85,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.028929386604163713,-0.1301059939978586,-0.35750066849072937,0.0162670064350679,-0.6433902281435167,-0.1690031093678961,0.0,0.0,-0.9262323250742035
2017-01-03,2017-01-04,2017-04-21,P,2000.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,15.65,13.149999999999999,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.07008955701810958,-0.2261129733733469,-0.8687004481244003,0.036856628549580606,-1.349153070606235,-0.056033507896019685,0.0,0.0,-1.5944429233260209
2017-01-03,2017-01-04,2017-04-21,P,2125.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,30.8,26.25,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.14748708436199784,-0.3288653170102407,-1.8282733874602854,0.0772597424967374,-2.2667089462170225,-0.12615234931245212,0.0,0.0,-2.6444668700429776
2017-01-03,2017-01-04,2017-04-21,P,2200.0,2257.83,2270.75,0.2958904109589041,0.29315068493150687,46.95,40.95,0.011829011995149408,0.020669807125933908,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.23693261880253416,-0.38929454623121273,-2.932074946962075,0.12909448796668377,-2.8652471595332827,0.18661665272657046,0.0,0.0,-2.938830565071241
2017-01-03,2017-01-04,2017-06-30,C,2250.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,87.4,91.45,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.6492544657173297,-0.3023261307012035,8.52929918214204,0.14093148507409303,-3.2804081565673187,-0.8965648948735208,0.0,0.0,-4.33836769706795
2017-01-03,2017-01-04,2017-06-30,C,2325.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,47.0,49.650000000000006,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.4916965692244191,-0.2976022224816006,6.5559118323078565,0.203192157928326,-2.989401757335145,-0.6189078524911054,0.0,0.0,-3.7027196743795248
2017-01-03,2017-01-04,2017-06-30,C,2400.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,20.1,21.549999999999997,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.28557597066001206,-0.22398635204797301,3.9182022453784384,0.2285607044510618,-1.8816748024854633,-0.3625410908450064,0.0,0.0,-2.239641540927381
2017-01-03,2017-01-04,2017-06-30,C,2550.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,2.975,3.15,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.03607891720190417,-0.04260571836854865,0.5137104533549888,0.047570843106384264,-0.05078458567449218,-0.24532014931194812,0.0,0.0,-0.2911396102486047
2017-01-03,2017-01-04,2017-06-30,C,2700.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,0.675,0.775,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.003800979846245619,-0.005786141281735269,0.05361930445563168,0.004510644842138006,0.03892513467889991,0.01324170214720366,0.0,0.0,0.050891340386506306
2017-01-03,2017-01-04,2017-06-30,P,1850.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,17.6,15.399999999999999,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.05235628284789435,-0.15767599960736334,-0.6566648819984948,0.01977829239630402,-1.2233048152647825,-0.16235430312936217,0.0,0.0,-1.523556825605204
2017-01-03,2017-01-04,2017-06-30,P,2000.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,32.35,28.7,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.10332602505623499,-0.23397041988891942,-1.2959023194841848,0.03906992424237887,-2.0046753008634823,-0.1154519597634156,0.0,0.0,-2.3150277562734383
2017-01-03,2017-01-04,2017-06-30,P,2125.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,53.85,48.5,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.18414879314201912,-0.3068018032577129,-2.3071590284739614,0.07204337892093893,-2.778092903599372,0.04205373533104506,0.0,0.0,-2.970797592605101
2017-01-03,2017-01-04,2017-06-30,P,2200.0,2257.83,2270.75,0.4876712328767123,0.4849315068493151,73.35,66.80000000000001,0.013458167332493139,0.023482893210607564,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.26439141238808234,-0.34625682124851664,-3.3089803990051223,0.10695664904892066,-3.163771767075559,0.2690089873292152,0.0,0.0,-3.13406295194594
2017-01-03,2017-01-04,2017-12-29,C,2250.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,134.8,138.3,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.634328772940852,-0.22365697889381408,8.284873507724114,0.08934576132826066,-3.8019289919877792,-0.7592875368425211,0.0,0.0,-4.695527746395854
2017-01-03,2017-01-04,2017-12-29,C,2325.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,94.15,96.8,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.5448899909631312,-0.23082979367381995,7.149787306525241,0.1098086232815465,-3.6068221656053083,-0.6621353472461209,0.0,0.0,-4.389978683243703
2017-01-03,2017-01-04,2017-12-29,C,2400.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,60.85,62.65,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.43869205127176364,-0.22115365426441258,5.796002241889369,0.12810093945815026,-3.095761824243027,-0.6790867633819317,0.0,0.0,-3.867901302431221
2017-01-03,2017-01-04,2017-12-29,C,2550.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,19.55,20.25,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.2088585553004678,-0.1435383895439486,2.819944956183008,0.12149242170094876,-1.3395126120759642,-0.6368939545630958,0.0,0.0,-1.9984525344820598
2017-01-03,2017-01-04,2017-12-29,C,2800.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,2.575,2.675,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,0.022900633584147637,-0.022079909769040285,0.3171751757619248,0.02129898985473566,0.08153983763840245,-0.2766351036312873,0.0,0.0,-0.19587618590718947
2017-01-03,2017-01-04,2017-12-29,P,1850.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,47.05,43.55,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.09430536880565246,-0.15737958156387322,-1.1949681074729597,0.023457257496076966,-2.3747551216042666,0.2271028106410995,0.0,0.0,-2.2815746350309634
2017-01-03,2017-01-04,2017-12-29,P,2000.0,2257.83,2270.75,0.9863013698630136,0.9835616438356164,72.75,67.85,0.013884914479439152,0.022751904068549884,2.7916818137327946,0.0497574203909204,0.8169503260894337,-0.815963309870299,0.0114106857663086,2.9707627742137768,0.0473822990677669,0.8516947212623744,-0.7938080672156256,0.0089002874630887,-0.15423496835010317,-0.2065690941246885,-1.953574658079333,0.03914113300401123,-3.1062746492796123,0.36641840148362803,0.0,0.0,-2.9072842089166615
