date,TH,UM_delta_hedged,SM,ME,TC,cash_pnl,PnL_total
2017-01-03,-11.408247962956175,6.551962181973131,-79.68986149480719,-7.599814206897976,0.0,0.0,-92.14596148268821
2017-01-04,-10.700716843043347,0.1361946318568883,-18.11383606346285,5.085149859981748,0.0,0.0,-23.593208414667558
2017-01-05,-10.709944208229022,2.487781841963711,-19.1120105461179,-2.656891831395785,0.0,0.0,-29.991064743778995
2017-01-09,-10.807522576321542,0.0,4.308303438936337,-5.000780862614781,0.0,0.0,-11.499999999999986
2017-01-10,-10.701474785508053,1.652565137214714,-6.875699111682925,-6.428134330885098,0.0,0.0,-22.35274309086136
2017-01-11,-10.786257563882478,1.0798538340845065,20.655412500785705,-12.862522070680772,0.0,0.0,-1.9135132996930402
2017-01-12,-10.619242328082889,0.7303620056133061,-23.835492606460264,27.559567487001043,0.0,0.0,-6.1648054419288
2017-01-17,-10.77578744173891,0.6645160990204078,-11.894472777545792,3.203814376579727,0.0,0.0,-18.801929743684568
2017-01-18,-10.753928582024491,3.0025258949380564,7.47564235565138,13.64118337198001,0.0,0.0,13.365423040544956
2017-01-19,-11.014221587073708,2.241675728894899,-47.66600607066542,-19.109762077890924,0.0,0.0,-75.54831400673515
2017-01-23,-10.569755738898493,8.777673506422255,-74.87895716146124,-6.18621483224086,0.0,0.0,-82.85725422617834
2017-01-24,-9.793199008038853,13.619088788290117,-23.341276958386683,0.27736329624852196,0.0,0.0,-19.238023881886896
2017-01-25,-9.593308489574735,0.13803459803228146,9.782452562505988,5.006368084471106,0.0,0.0,5.33354675543464
2017-01-26,-9.865424434272162,0.17803944401426613,15.470145883723594,-16.765018063049883,0.0,0.0,-10.982257169584184
2017-01-30,-10.094808191992927,0.17381142593845103,50.047778716814804,-40.98253628525646,0.0,0.0,-0.8557543344961318
2017-01-31,-11.298686477591561,0.017716529036980774,-83.92205601898473,65.13647825462705,0.0,0.0,-30.066547712912257
2017-02-01,-10.028033504471885,0.019732186235215287,12.227946704137462,-8.4227118168991,0.0,0.0,-6.203066430998309
2017-02-02,-10.071400818918699,10.874534440965217,-61.80001094141351,-1.8822510529543064,0.0,0.0,-62.879128372321304
2017-02-06,-9.723423068153766,0.01113491369300703,6.232116424149242,1.1980811147224804,0.0,0.0,-2.282090615589037
2017-02-07,-9.575702896696136,-0.11313872206282133,15.45367779707161,0.8894581456295338,0.0,0.0,6.654294323942185
2017-02-08,-9.973437955634473,7.162126234957084,-24.07755517921739,1.691190994642704,0.0,0.0,-25.197675905252076
2017-02-09,-9.917191889309626,2.7895583074349686,-25.152401399464882,2.9566106085518555,0.0,0.0,-29.323424372787684
2017-02-13,-9.839808905127336,3.6293590458966154,-47.22961834773306,4.710304135584597,0.0,0.0,-48.72976407137918
2017-02-14,-9.630643218311736,5.621780719694133,8.045299903063638,10.471662502691737,0.0,0.0,14.508099907137773
2017-02-15,-9.953968747512084,0.20176161818777857,20.070673528625562,-12.850788857714353,0.0,0.0,-2.532322458413097
2017-02-16,-9.599496465916708,0.5980095347365934,2.1801590557889194,-4.364819812997568,0.0,0.0,-11.186147688388765
2017-02-21,-9.685289303404309,0.2777923424073245,34.071263736901784,10.941180816718377,0.0,0.0,35.604947592623176
2017-02-22,-10.288615956657356,0.022695617958253544,34.53353227522354,-3.1015501583442107,0.0,0.0,21.16606177818023
2017-02-23,-10.788903918108327,0.5044490643974812,10.605166281102363,-7.6663137032000845,0.0,0.0,-7.3456022758085675
2017-02-27,-10.867343470986686,1.5916847062838473,48.16935470190716,9.91599628469833,0.0,0.0,48.80969222190266
2017-02-28,-11.334937898640053,39.19083938799312,-43.82234538156194,-11.169049993730894,0.0,0.0,-27.13549388593976
2017-03-01,-10.77844592458088,8.14565713946237,0.8058231330631211,3.152758503071065,0.0,0.0,1.3257928510156747
2017-03-02,-11.290564608213865,0.07186264157780707,-48.872745534430045,-11.148752374189602,0.0,0.0,-71.24019987525571
2017-03-06,-10.734725792567787,2.1718652990923597,4.847722572116241,-7.796966833152777,0.0,0.0,-11.512104754511965
2017-03-07,-10.548664969617018,1.3269723715865118,6.638744231712627,12.311830009513598,0.0,0.0,9.728881643195718
2017-03-08,-11.13550567062259,0.12664783779223732,19.726051660055255,10.45737451569637,0.0,0.0,19.17456834292127
2017-03-09,-11.320434977720685,2.24001570207595,-53.813194986924124,-14.103343421507196,0.0,0.0,-76.99695768407605
2017-03-13,-10.702393431736567,2.981504010396675,37.9770799011219,-9.732541719635655,0.0,0.0,20.52364876014635
2017-03-14,-11.090445949098932,15.215462964926202,-52.414733341136824,-9.293512263747736,0.0,0.0,-57.583228589057285
2017-03-15,-10.386336800426026,0.662135525149847,-51.92544972250815,11.467436557154388,0.0,0.0,-50.18221444062994
2017-03-16,-10.219053818866662,0.42355742466735224,4.216592391609554,-0.9776977421891567,0.0,0.0,-6.556601744778913
