date,TH,UM_delta_hedged,SM,ME,TC,cash_pnl,PnL_total
2017-03-20,-10.272314340378827,41.37663756426561,84.47319852119887,6.003994561080977,0.0,0.0,121.58151630616663
2017-03-21,-10.990032289439595,0.713619201124722,8.476928438013005,-22.856565467831242,0.0,0.0,-24.65605011813311
2017-03-22,-10.579299934806693,0.2671518923726581,19.879338720324167,3.4179223297151253,0.0,0.0,12.985113007605259
2017-03-23,-10.692025511711762,0.15911832127812015,-39.8636144933721,37.14179866680045,0.0,0.0,-13.254723017005286
2017-03-27,-10.427723790913781,11.117550354388738,-60.048234078879254,-25.64355717992631,0.0,0.0,-85.00196469533061
2017-03-28,-9.542856394153372,0.2590609407140004,-33.34229650544195,19.116968021540625,0.0,0.0,-23.5091239373407
2017-03-29,-9.699892030076253,1.8707358329370145,-18.409619708437614,3.996116705144505,0.0,0.0,-22.242659200432346
2017-03-30,-9.539885641363993,1.2432778354469518,30.110015738783005,-8.2991107999494,0.0,0.0,13.514297132916564
2017-04-03,-9.868193993669408,0.05674633651823231,-27.892069371215953,-4.8529137093316725,0.0,0.0,-42.556430737698804
2017-04-04,-9.64966266863401,2.205336350443202,70.61227241794417,-11.62326859941432,0.0,0.0,51.54467750033904
2017-04-05,-9.600757528193327,0.8180566715703792,-42.911962128653435,9.794069783879577,0.0,0.0,-41.90059320139681
2017-04-06,-9.755674584032676,0.15763808968039247,23.900225700659618,6.523523012549694,0.0,0.0,20.825712218857028
2017-04-10,-10.293534093977911,0.46506152751845165,34.37021932055702,4.295141470591573,0.0,0.0,28.83688822468913
2017-04-11,-10.773008142809879,3.1835868767995295,22.292033804842305,-3.915346758891271,0.0,0.0,10.787265779940684
2017-04-12,-10.67355254274837,29.258880978358025,50.03087432448531,-1.8682493079786726,0.0,0.0,66.74795345211629
2017-04-17,-10.553126267829855,1.9147562703029202,4.060861698020329,-6.041456023084821,0.0,0.0,-10.618964322591427
2017-04-18,-10.530176548142153,0.6646545655037659,36.359128776986964,-0.35571961328395013,0.0,0.0,26.137887181064624
2017-04-19,-10.900277575646449,12.222889273458827,-86.97455283298159,12.941497606825523,0.0,0.0,-72.71044352834369
2017-04-20,-10.306291990662046,2.0596149374005988,57.03667980087404,-18.971404938003975,0.0,0.0,29.81859780960862
2017-04-24,-8.844001663174035,8.535943820603725,-4.411661324197557,1.390340955271583,0.0,0.0,-3.3293782114962847
2017-04-25,-8.940572020384534,0.06619180475561474,19.344778194245634,-9.990085373447268,0.0,0.0,0.48031260516944696
2017-04-26,-8.98748521589732,0.07093767517229363,-7.852725304171804,9.796906006789246,0.0,0.0,-6.972366838107585
2017-04-27,-9.222688486965675,0.962878794203016,-392.60127478497094,396.774816690265,0.0,0.0,-4.086267787468596
2017-05-01,-9.312604453631197,0.30763677038541654,19.91940014695143,-18.91207306220649,0.0,0.0,-7.9976405985008405
2017-05-02,-8.700954708143309,0.39391291900887526,24.950958199209428,-0.929072171219476,0.0,0.0,15.71484423885552
2017-05-03,-9.064135975750325,0.08709639786967538,-16.970758584974455,2.1076688939021864,0.0,0.0,-23.840129268952918
2017-05-04,-9.010605473627368,3.948579241189728,-8.314260704512176,14.629987991293794,0.0,0.0,1.253701054343978
2017-05-08,-8.603741908070457,0.2840712998867384,15.552897627863832,-7.299592079103,0.0,0.0,-0.06636505942288812
2017-05-09,-8.701638591577456,0.30485816267047805,24.84513943849192,-10.062726430339659,0.0,0.0,6.385632579245283
2017-05-10,-8.86955352279012,1.199973503430092,21.99063173161352,0.03731652997625412,0.0,0.0,14.358368242229743
2017-05-11,-9.219819792812459,0.550418864459664,0.9322403276234121,0.5568096928887976,0.0,0.0,-7.180350907840586
2017-05-15,-9.003664926462779,0.11631830696567058,-1.5600411016350888,3.749935821112,0.0,0.0,-6.697451900020198
2017-05-16,-9.073033280330172,89.30103344245235,302.30975074785033,-48.549008616876336,0.0,0.0,333.9887422930962
2017-05-17,-12.553882487838399,2.821718558668739,-94.02749851566719,20.695353159277253,0.0,0.0,-83.0643092855596
2017-05-18,-11.095503614889676,9.852285741116225,-131.37372227675237,6.049373899430845,0.0,0.0,-126.567566251095
2017-05-22,-9.471829590039212,0.7715083622665552,-12.69186901654015,-1.6914732429767392,0.0,0.0,-23.083663487289545
2017-05-23,-9.535768123849458,1.4080252647371607,-25.861669660310593,-18.32231944175485,0.0,0.0,-52.31173196117774
2017-05-24,-9.41265260226743,5.005894800120649,-24.592712992254256,4.716466565651196,0.0,0.0,-24.28300422874984
2017-05-25,-8.977524823909393,0.018336482198374117,6.152631469247769,-2.011321665569308,0.0,0.0,-4.817878538032558
2017-05-30,-9.483128465805372,0.0642086844022253,3.0293731587802952,2.4523378197463113,0.0,0.0,-3.937208802876539
